new_name;labels;L_WorkSchooling_wave13_SectorProfHours_03p.dta;cw19l_EN_1.1p.dta;cw18k_EN_1.0p.dta;cw17j_EN_1.0p.dta;cw16i_EN_1.0p.dta;cw15h_EN_1.0p.dta;cw14g_EN_1.0p.dta;cw13f_EN_1.0p.dta;cw12e_EN_1.0p.dta;cw11d_EN_1.0p.dta;cw10c_EN_1.0p.dta;cw09b_EN_3.0p.dta;cw08a_1.1p_EN.dta;type;categories_english;ordered
saving_goal_other;For what goal did you withdraw money from the salary savings account(s)? - other;;;;;;;;;cw12e494;cw11d494;cw10c494;cw09b494;cw08a494;boolean;;
saving_goal_unknown;For what goal did you withdraw money from the salary savings account(s)? - I don;;;;;;;;;cw12e495;cw11d495;cw10c495;cw09b495;cw08a495;boolean;;
questionnaire_difficult;Was it difficult to answer the questions?;;cw19l496;cw18k496;cw17j496;cw16i496;cw15h496;cw14g496;cw13f496;cw12e496;cw11d496;cw10c496;cw09b496;cw08a496;category;1|2|3|4|5;True
questionnaire_clear;Were the questions sufficiently clear?;;cw19l497;cw18k497;cw17j497;cw16i497;cw15h497;cw14g497;cw13f497;cw12e497;cw11d497;cw10c497;cw09b497;cw08a497;category;1|2|3|4|5;True
questionnaire_thinking;Did the questionnaire get you thinking about things?;;cw19l498;cw18k498;cw17j498;cw16i498;cw15h498;cw14g498;cw13f498;cw12e498;cw11d498;cw10c498;cw09b498;cw08a498;category;1|2|3|4|5;True
questionnaire_interesting;Was it an interesting subject?;;cw19l499;cw18k499;cw17j499;cw16i499;cw15h499;cw14g499;cw13f499;cw12e499;cw11d499;cw10c499;cw09b499;cw08a499;category;1|2|3|4|5;True
questionnaire_enjoy;Did you enjoy answering the questions?;;cw19l500;cw18k500;cw17j500;cw16i500;cw15h500;cw14g500;cw13f500;cw12e500;cw11d500;cw10c500;cw09b500;cw08a500;category;1|2|3|4|5;True
start_date;Starting date of the questionnaire;;cw19l501;cw18k501;cw17j501;cw16i501;cw15h501;cw14g501;cw13f501;cw12e501;cw11d501;cw10c501;cw09b501;cw08a501;object;;
start_time;Starting time of the questionnaire;;cw19l502;cw18k502;cw17j502;cw16i502;cw15h502;cw14g502;cw13f502;cw12e502;cw11d502;cw10c502;cw09b502;cw08a502;object;;
end_date;End date of the questionnaire;;cw19l503;cw18k503;cw17j503;cw16i503;cw15h503;cw14g503;cw13f503;cw12e503;cw11d503;cw10c503;cw09b503;cw08a503;object;;
end_time;End time of the questionnaire;;cw19l504;cw18k504;cw17j504;cw16i504;cw15h504;cw14g504;cw13f504;cw12e504;cw11d504;cw10c504;cw09b504;cw08a504;object;;
duration;Duration in seconds;;cw19l505;cw18k505;cw17j505;cw16i505;cw15h505;cw14g505;cw13f505;cw12e505;cw11d505;cw10c505;cw09b505;cw08a505;float;;
distance_work;Constructed variable: distance between home of household member and place of wor;;;cw18k527;cw17j527;cw16i527;cw15h527;cw14g527;cw13f527;cw12e527;cw11d527;cw10c508;cw09b508;cw08a508;float;;
date_fieldwork;Year and month of the field work period;cw19l_m;cw19l_m;cw18k_m;cw17j_m;cw16i_m;cw15h_m;cw14g_m;cw13f_m;cw12e_m;cw11d_m;cw10c_m;cw09b_m;cw08a_m;int;;
hh_id;Number of household encrypted;;;;;;;;;;nohouse_encr;nohouse_encr;nohouse_encr;nohouse_encr;int;;
personal_id;Number of household member encrypted;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;int;;
reason_part_na;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - not;;cw19l510;cw18k510;cw17j510;cw16i510;cw15h510;cw14g510;cw13f510;cw12e510;cw11d510;cw10c510;cw09b510;;boolean;;
reason_early_obliged;For what reason did you take early retirement? - obliged, due to job-related ear;;cw19l511;cw18k511;cw17j511;cw16i511;cw15h511;cw14g511;cw13f511;cw12e511;cw11d511;cw10c511;cw09b511;;boolean;;
wage_unwilling;How high was the net wage (per week/per 4 weeks/per month/per year) in your last;;cw19l512;cw18k512;cw17j512;cw16i512;cw15h512;cw14g512;cw13f512;cw12e512;cw11d512;cw10c512;cw09b512;;float;;
expect_wage_unwilling;What net wages do you expect to receive in the (a) new job? - I prefer not to sa;;cw19l513;cw18k513;cw17j513;cw16i513;cw15h513;cw14g513;cw13f513;cw12e513;cw11d513;cw10c513;cw09b513;;boolean;;
minwage_unwilling;What would then be the minimum net wage for that amount of hours that this perso;;cw19l514;cw18k514;cw17j514;cw16i514;cw15h514;cw14g514;cw13f514;cw12e514;cw11d514;cw10c514;cw09b514;;boolean;;
estimate_unwilling;Could you then estimate the net wages that such a person will earn on average, i;;;cw18k515;cw17j515;cw16i515;cw15h515;cw14g515;cw13f515;cw12e515;cw11d515;cw10c515;cw09b515;;int;;
minwage_accept_unwilling;What is the minimum net wage for that amount of hours that they would have to of;;;cw18k521;cw17j521;cw16i521;cw15h521;cw14g521;cw13f521;cw12e521;cw11d521;cw10c521;cw09b521;;float;;
long_unemployed;long_time_unemployed;;cw19l522;cw18k522;cw17j522;cw16i522;cw15h522;cw14g522;cw13f522;cw12e522;cw11d522;cw10c522;cw09b522;;boolean;;
work_student;work_student;;cw19l523;cw18k523;cw17j523;cw16i523;cw15h523;cw14g523;cw13f523;cw12e523;cw11d523;cw10c523;cw09b523;;boolean;;
primary_occupation;primary occupation;;cw19l525;cw18k525;cw17j525;cw16i525;cw15h525;cw14g525;cw13f525;cw12e525;cw11d525;cw10c525;;;category;paid employment|works or assists in family business|autonomous professional, freelancer, or self-employed|job seeker following job loss|first-time job seeker|exempted from job seeking following job loss|attends school or is studying|takes care of the housekeeping|is pensioner ([voluntary] early retirement, old age pension scheme)|has (partial) work disability|performs unpaid work while retaining unemployment benefit|performs voluntary work|does something else|is too young to have an occupation;False
reason_part_full;You work(ed) for less than 36 hours. Can you indicate for what reason(s)? - a fu;;cw19l526;cw18k526;cw17j526;cw16i526;cw15h526;cw14g526;cw13f526;cw12e526;cw11d526;cw10c526;;;boolean;;
;date 65 years and 6 months;;cw19l530;cw18k530;cw17j530;cw16i530;cw15h530;;;;cw11d530;;;;int;;
expect_course1;Do you expect to start following a program or course in the next 12 months?;;;cw18k531;cw17j531;cw16i531;cw15h531;;;;;;;;float;;
expect_course2;Do you expect to start following a program or course in the next 12 months?;;;;;;cw15h532;;;;;;;;boolean;;
expect_course3;Do you expect to start following a program or course in the next 12 months?;;;;;;cw15h533;;;;;;;;boolean;;
early_age_years;At what age did you retire or take (early) retirement or FLO? - age in years;;cw19l535;cw18k535;cw17j535;cw16i535;cw15h535;;;;;;;;int;;
early_age_months;At what age did you retire or take (early) retirement or FLO? - months;;cw19l536;cw18k536;cw17j536;cw16i536;cw15h536;;;;;;;;int;;
work_temporary_number;Is this temporary contract the first, second or third in a row?;;cw19l537;cw18k537;cw17j537;cw16i537;;;;;;;;;category;first temporary contract|second consecutive temporary contract|third consecutive temporary contract|other;False
work_temporary_expect;Do you expect this employer (in the future) to give you a permanent contract?;;cw19l538;cw18k538;cw17j538;cw16i538;;;;;;;;;category;yes|probably yes|probably not|no;False
leave_employer;Is this parental leave (partially) paid for by your employer?;;cw19l539;cw18k539;cw17j539;cw16i539;;;;;;;;;boolean;;
consume_food;Monthly expenditures for your own personal consumption - food and drinks outside;;;;;cw16i540;;;;;;;;;int;;
consume_smoking;Monthly expenditures for your own personal consumption - cigarettes and other to;;;;;cw16i541;;;;;;;;;int;;
consume_cloths;Monthly expenditures for your own personal consumption - clothing;;;;;cw16i542;;;;;;;;;int;;
consume_care;Monthly expenditures for your own personal consumption - personal care products;;;;;cw16i543;;;;;;;;;int;;
consume_medical;Monthly expenditures for your own personal consumption - medical care and health;;;;;cw16i544;;;;;;;;;int;;
consume_leisure;Monthly expenditures for your own personal consumption - leisure time expenditur;;;;;cw16i545;;;;;;;;;int;;
consume_schooling;Monthly expenditures for your own personal consumption - (further)schooling;;;;;cw16i546;;;;;;;;;int;;
consume_gifts;Monthly expenditures for your own personal consumption - donations and gifts;;;;;cw16i547;;;;;;;;;int;;
consume_other;Monthly expenditures for your own personal consumption - other;;;;;cw16i548;;;;;;;;;int;;
informal_care_partner;To whom are you providing informal care? - partner;;cw19l557;;;;;;;;;;;;boolean;;
informal_care_child_inside;To whom are you providing informal care? - (step, foster) child living at home;;cw19l558;;;;;;;;;;;;boolean;;
informal_care_parent_outside;To whom are you providing informal care? - (in-law, step, foster) parent outside;;cw19l559;;;;;;;;;;;;boolean;;
informal_care_sibling_outside;To whom are you providing informal care? - sister or brother outside of the hous;;cw19l560;;;;;;;;;;;;boolean;;
informal_care_parent_inside;To whom are you providing informal care? - live-in (in-law, step, foster) parent;;cw19l561;;;;;;;;;;;;boolean;;
informal_care_gparent_outside;To whom are you providing informal care? - grandparent outside of the household;;cw19l562;;;;;;;;;;;;boolean;;
informal_care_sibling_inside;To whom are you providing informal care? - live-in sister of brother;;cw19l563;;;;;;;;;;;;boolean;;
informal_care_child_outside;To whom are you providing informal care? - child outside of the household;;cw19l564;;;;;;;;;;;;boolean;;
informal_care_gparent_inside;To whom are you providing informal care? - live-in grandparent;;cw19l565;;;;;;;;;;;;boolean;;
informal_care_other_outside;To whom are you providing informal care? - other family members outside of the h;;cw19l566;;;;;;;;;;;;boolean;;
informal_care_other_inside;To whom are you providing informal care? - live-in, other roommate;;cw19l567;;;;;;;;;;;;boolean;;
informal_care_friends_outside;To whom are you providing informal care? - acquaintance, friend, outside of the ;;cw19l568;;;;;;;;;;;;boolean;;
informal_care_colleague;To whom are you providing informal care? - colleague (from work);;cw19l569;;;;;;;;;;;;boolean;;
informal_care_neighbor;To whom are you providing informal care? - neighbor (no family);;cw19l570;;;;;;;;;;;;boolean;;
knowledge_right;My knowledge and skill are approximately at the level required by my work;;cw19l549;;;;;;;;;;;;boolean;;
knowledge_higher;My knowledge and skill are higher than required by my work;;cw19l550;;;;;;;;;;;;boolean;;
knowledge_lower;My knowledge and skill are lower than required by my work;;cw19l551;;;;;;;;;;;;boolean;;
knowledge_other;My knowledge and skill are suited to other kind of work;;cw19l552;;;;;;;;;;;;boolean;;
knowledge_outdated;My knowledge and skill are outdated;;cw19l553;;;;;;;;;;;;boolean;;
knowledge_norel;My knowledge and skill have no relation to my work;;cw19l554;;;;;;;;;;;;boolean;;
knowledge_noprac;My knowledge and skill are insufficiently geared towards practical application;;cw19l555;;;;;;;;;;;;boolean;;
knowledge_dunno;I dont know to which extent the former apply ;;cw19l556;;;;;;;;;;;;boolean;;
added_worker;;;added_worker;;;;;;;;;;;;;;
added_worker_prob;;;added_worker_prob;;;;;;;;;;;;;;
added_worker_reverse;;;added_worker_reverse;;;;;;;;;;;;;;
job_loss_prob;;;job_loss_prob;;;;;;;;;;;;;;
job_quit_prob;;;job_quit_prob;;;;;;;;;;;;;;
job_offer_prob;;;job_offer_prob;;;;;;;;;;;;;;
partner_working_emp;;;partner_working_emp;;;;;;;;;;;;;;
partner_working_unemp;;;partner_working_unemp;;;;;;;;;;;;;;
cw_earn_empl1;;;cw_earn_empl1;;;;;;;;;;;;;;
cw_earn_empl2;;;cw_earn_empl2;;;;;;;;;;;;;;
cw_earn_unempl;;;cw_earn_unempl;;;;;;;;;;;;;;
cw_earn_parleave;;;;;;;;;;;;;;;;;
cw_earn_ltc;;;;;;;;;;;;;;;;;
earn_exp_working_same;;;earn_exp_working_same;;;;;;;;;;;;;;
earn_exp_working_more;;;earn_exp_working_more;;;;;;;;;;;;;;
earn_exp_working_less;;;earn_exp_working_less;;;;;;;;;;;;;;
earn_less_salary;;;earn_exp_working_less_reasons_1_;;;;;;;;;;;;;;
earn_less_bonus;;;earn_exp_working_less_reasons_2_;;;;;;;;;;;;;;
earn_less_early_ret;;;earn_exp_working_less_reasons_3_;;;;;;;;;;;;;;
earn_less_disability;;;earn_exp_working_less_reasons_4_;;;;;;;;;;;;;;
earn_less_parental;;;earn_exp_working_less_reasons_5_;;;;;;;;;;;;;;
earn_less_care;;;earn_exp_working_less_reasons_6_;;;;;;;;;;;;;;
earn_less_switch;;;earn_exp_working_less_reasons_7_;;;;;;;;;;;;;;
earn_less_temp_expires;;;earn_exp_working_less_reasons_8_;;;;;;;;;;;;;;
earn_less_fewer_hours;;;earn_exp_working_less_reasons_9_;;;;;;;;;;;;;;
earn_less_fewer_side_job;;;earn_exp_working_less_reasons_10;;;;;;;;;;;;;;
earn_more_salary;;;earn_exp_working_more_reasons_1_;;;;;;;;;;;;;;
earn_more_bonus;;;earn_exp_working_more_reasons_2_;;;;;;;;;;;;;;
earn_more_switch;;;earn_exp_working_more_reasons_3_;;;;;;;;;;;;;;
earn_more_hours;;;earn_exp_working_more_reasons_4_;;;;;;;;;;;;;;
earn_more_side_job;;;earn_exp_working_more_reasons_5_;;;;;;;;;;;;;;
