new_name;reference.period.other.than.survey.period;label_english;L_CoronavirusImpact_wave6_2p.dta;L_CoronavirusImpact_wave5_3p.dta;L_CoronavirusImpact_wave4_4p.dta;L_CoronavirusImpact_wave3_4p.dta;L_CoronavirusImpact_4.0p.dta;L_CoronavirusImpact_3p.dta;type;categories_english;ordered;topic_english;question_group
intend_12m_work_less;;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Work less;;;;;;v5d;category;0 totally disagree|1|2|3|4|5|6|7|8|9|10 totally agree;TRUE;Finances;v5
intend_12m_borrow;;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Borrow extra;;;;;;v5e;category;0 totally disagree|1|2|3|4|5|6|7|8|9|10 totally agree;TRUE;Finances;v5
intend_12m_postpone_house;;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Postpone house purchase;;;;;;v5f;category;0 totally disagree|1|2|3|4|5|6|7|8|9|10 totally agree;TRUE;Finances;v5
gov_action_approp;;I think the government's action is appropriate;;;;;;v6a;category;totally disagree|disagree|neither/nore|agree|totally agree;TRUE;Policies;v6
gov_action_insuff;;I think the measures taken are insufficient;;;;;;v6b;category;totally disagree|disagree|neither/nore|agree|totally agree;TRUE;Policies;v6
save_banks;;The government must be prepared to save banks;;;;;;v6e;category;totally disagree|disagree|neither/nore|agree|totally agree;TRUE;Policies;v6
help_pension_funds;;Pension funds need to be helped.;;;;;;v6f;category;totally disagree|disagree|neither/nore|agree|totally agree;TRUE;Policies;v6
personal_id;;personal identifier;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;float;;;Background;-
p_2m_employee_keep;;I will keep my job because my employer / company is not financially affected by the corona virus or is financially healthy enough to continue to pay wages;q26a;q26a;;q26a;;q26a;int;;;Employment;q26
p_2m_employee_keep_gov;;I will keep my job because the government provides help to my employer / company (eg by paying wages);q26b;q26b;;q26b;;q26b;int;;;Employment;q26
p_2m_employee_lost;;I will have lost my job or the number of hours will have been reduced to 0 indefinitely (e.g., forced unpaid leave, I am paid per hour in a restaurant ...);;;;;;q26c;Int;;;Employment;q26
p_2m_employee_other;;Something else is happening;q26e;q26e;;q26e;;q26d;int;;;Employment;q26
p_2m_employee_new_job;;I have a new job with another employer;q26c;q26c;;q26c;;;int;;;Employment;q26
p_2m_employee_unemployed;;I am unemployed / no longer part of the labour force / retired / I have a disability pension;q26d;q26d;;q26d;;;int;;;Employment;q26
date_fieldwork;;year and month of the fieldwork period;maandnr;maandnr;maandnr;maandnr;maandnr;maandnr;Int;;;Employment;-
no_emergency_cc_note_drop;;I have nothing to notice;;;;;;q25b;bool;;;skip;q25
note_survey;;Would you like to comment on the coronavirus outbreak? For example about things that you find important and about which we have not asked questions, or about which you would like to provide more information?;;;;;;q34a;object;;;Questionnaire;q34
;;I have nothing to notice;;;;;;q34b;bool;;;Questionnaire;q34
questionnaire_difficult;;Was it difficult to answer the questions?;eva2t1;eva2t1;eva2t1;eva2t1;eva2t1;eva2t1;category;1 definitely not|2|3|4|5 certainly yes;TRUE;Questionnaire;-
questionnaire_clear;;Were the questions sufficiently clear?;eva2t2;eva2t2;eva2t2;eva2t2;eva2t2;eva2t2;category;1 definitely not|2|3|4|5 certainly yes;TRUE;Questionnaire;-
questionnaire_thinking;;Did the questionnaire get you thinking about things?;eva2t3;eva2t3;eva2t3;eva2t3;eva2t3;eva2t3;category;1 definitely not|2|3|4|5 certainly yes;TRUE;Questionnaire;-
questionnaire_interesting;;Was it an interesting subject?;eva2t4;eva2t4;eva2t4;eva2t4;eva2t4;eva2t4;category;1 definitely not|2|3|4|5 certainly yes;TRUE;Questionnaire;-
questionnaire_enjoy;;Did you enjoy answering the questions?;eva2t5;eva2t5;eva2t5;eva2t5;eva2t5;eva2t5;category;1 definitely not|2|3|4|5 certainly yes;TRUE;Questionnaire;-
;;do you have comments on the questionnaire;opm;opm;opm;;opm;opm;bool;;;Questionnaire;opm
comments_questionnaire;;comments on the questionnaire;evaopm;evaopm;evaopm;evaopm;evaopm;evaopm;object;;;Questionnaire;-
start_date;;date of questionnaire start;DatumB;DatumB;DatumB;DatumB;DatumB;DatumB;object;;;Questionnaire;-
start_time;;time of questionnaire start;TijdB;TijdB;TijdB;TijdB;TijdB;TijdB;object;;;Questionnaire;-
end_date;;date of questionnaire end;DatumE;DatumE;DatumE;DatumE;DatumE;DatumE;object;;;Questionnaire;-
end_time;;time of questionnaire end ;TijdE;TijdE;TijdE;TijdE;TijdE;TijdE;object;;;Questionnaire;-
duration;;time it took to fill the questionnaire in seconds;duur;duur;duur;duur;duur;duur;float;;;Questionnaire;-
hh_id;;encrypted household number;nohouse_encr;nohouse_encr;nohouse_encr;nohouse_encr;nohouse_encr;nohouse_encr;int;;;Background;-
gender;;gender;geslacht;geslacht;geslacht;geslacht;geslacht;geslacht;category;Female|Male;FALSE;Background;-
hh_position;;household position;positie;positie;positie;positie;positie;positie;category;Household head|Wedded partner|Child living at home|Unwedded partner|Parent (in law)|Housemate|Family member or boarder;FALSE;Background;-
birth_year;;birth year;gebjaar;gebjaar;gebjaar;gebjaar;gebjaar;gebjaar;Int;;;Background;-
age;;age;leeftijd;leeftijd;leeftijd;leeftijd;leeftijd;leeftijd;int;;;Background;-
age_cbs;;age in CBS categories;lftdcat;lftdcat;lftdcat;lftdcat;lftdcat;lftdcat;category;14 years and younger|15 - 24 years|25 - 34 years|35 - 44 years|45 - 54 years|55 - 64 years|65 years and older;TRUE;Background;-
hh_head_age;;age of the household head;lftdhhh;lftdhhh;lftdhhh;lftdhhh;lftdhhh;lftdhhh;Int;;;Background;-
hh_members;;number of members in the household;aantalhh;aantalhh;aantalhh;aantalhh;aantalhh;aantalhh;float;;;Background;-
hh_children;;number of all children living in the household;aantalki;aantalki;aantalki;aantalki;aantalki;aantalki;float;;;Background;-
hhh_partner;;do you live with a married or unmarried partner;partner;partner;partner;partner;partner;partner;bool;;;Background;-
civil_status;;marital status;burgstat;burgstat;burgstat;burgstat;burgstat;burgstat;category;Never been married|Married|Divorced|Widow or widower|Separated;FALSE;Background;-
dom_situation;;some form of housing type, translation ambiguous;woonvorm;woonvorm;woonvorm;woonvorm;woonvorm;woonvorm;category;Single|(Un)married co-habitation, with child(ren)|(Un)married co-habitation, without child(ren)|Single, with child(ren)|Other;FALSE;Background;-
dwelling_type;;some form of housing type, translation ambiguous;woning;woning;woning;woning;woning;woning;category;Self-owned dwelling|Rental dwelling|Sublet dwelling|Cost-free dwelling;FALSE;Background;-
location_urban;;urban residence;sted;sted;sted;sted;sted;sted;category;Not urban|Slightly urban|Moderately urban|Very urban|Extremely urban;TRUE;Background;-
occupation;;main activity;belbezig;belbezig;belbezig;belbezig;belbezig;belbezig;category;Paid employment|Is pensioner ([voluntary] early retirement, old age pension scheme)|Autonomous professional, freelancer, or self-employed|Takes care of the housekeeping|Has (partial) work disability|Attends school or is studying|First-time job seeker|Does something else|Performs voluntary work|Exempted from job seeking following job loss|Works or assists in family business|Job seeker following job loss|Performs unpaid work while retaining unemployment benefit;FALSE;Background;-
gross_income_incl_cat;;personal gross monthly income in euros;brutoink;brutoink;brutoink;brutoink;brutoink;brutoink;int;;;Finances;-
gross_income_imputed;;Imputed personal gross income;brutoink_f;brutoink_f;brutoink_f;brutoink_f;brutoink_f;brutoink_f;float; ;;Finances;-
net_income_incl_cat;;Personal net monthly income in euros;nettoink;nettoink;nettoink;nettoink;nettoink;nettoink;int;;;Finances;-
net_income_original;;Personal net income original value;netinc;netinc;netinc;netinc;netinc;netinc;Int;;;Finances;-
net_income_imputed;;Imputed personal net income;nettoink_f;nettoink_f;nettoink_f;nettoink_f;nettoink_f;nettoink_f;float;;;Finances;-
gross_income_cat;;Personal gross monthly income in categories;brutocat;brutocat;brutocat;brutocat;brutocat;brutocat;category;no income|500 EUR or less|501 EUR to 1000 EUR|1001 EUR to 1500 EUR|1501 EUR to 2000 EUR|2001 EUR to 2500 EUR|2501 EUR to 3000 EUR|3001 EUR to 3500 EUR|3501 EUR to 4000 EUR|4001 EUR to 4500 EUR|4501 EUR to 5000 EUR|5001 EUR to 7500 EUR|more than 7500 EUR;TRUE;Finances;-
net_income_cat;;Personal net monthly income in categories;nettocat;nettocat;nettocat;nettocat;nettocat;nettocat;category;no income|500 EUR or less|501 EUR to 1000 EUR|1001 EUR to 1500 EUR|1501 EUR to 2000 EUR|2001 EUR to 2500 EUR|2501 EUR to 3000 EUR|3001 EUR to 3500 EUR|3501 EUR to 4000 EUR|4001 EUR to 4500 EUR|4501 EUR to 5000 EUR|5001 EUR to 7500 EUR|more than 7500 EUR;TRUE;Finances;-
gross_income_hh;;imputed gross household income;brutohh_f;brutohh_f;brutohh_f;brutohh_f;brutohh_f;brutohh_f;float;;;Finances;-
net_income_hh;;imputed net household income;nettohh_f;nettohh_f;nettohh_f;nettohh_f;nettohh_f;nettohh_f;float;;;Finances;-
education_nodiploma;;highest education regardless of diploma;oplzon;oplzon;oplzon;oplzon;oplzon;oplzon;category;primary school|vmbo (intermediate secondary education, US: junior high school)|havo/vwo (higher secondary education/preparatory university education, US: senio|mbo (intermediate vocational education, US: junior college)|hbo (higher vocational education, US: college)|wo (university)|other|not (yet) completed any education|not yet started any education;TRUE;Background;-
education_diploma;;highest education with diploma;oplmet;oplmet;oplmet;oplmet;oplmet;oplmet;category;primary school|vmbo (intermediate secondary education, US: junior high school)|havo/vwo (higher secondary education/preparatory university education, US: senio|mbo (intermediate vocational education, US: junior college)|hbo (higher vocational education, US: college)|wo (university)|other|not (yet) completed any education|not yet started any education;TRUE;Background;-
education_cbs;;education in CBS categories;oplcat;oplcat;oplcat;oplcat;oplcat;oplcat;category;primary school|vmbo (intermediate secondary education, US: junior high school)|havo/vwo (higher secondary education/preparatory university education, US: senio|mbo (intermediate vocational education, US: junior college)|hbo (higher vocational education, US: college)|wo (university);TRUE;Background;-
;;preload variable;p_aantalhh;p_aantalhh;p_aantalhh;;p_aantalhh;;;;;skip;-
information_treatment;;;;;;;arandom;;category;no information|decreasing AEX|increasing AEX;FALSE;skip;-
;;;;;;;participate_wave1;;bool;;;skip;-
infection_diagnosed;;Has a doctor or another healthcare professional diagnosed you with the coronavirus (COVID-19)? ;InfectionDiagnosed;InfectionDiagnosed;;InfectionDiagnosed;InfectionDiagnosed;;category;yes, I have been diagnosed with it|no|unsure;TRUE;Health Beliefs;InfectionDiagnosed
infection_perceived;;Do you think you�ve been infected with the coronavirus (COVID-19)? ;;;;SelfPerceivedInfection;SelfPerceivedInfection;;category;yes|no|I don't know;TRUE;Health Beliefs;SelfPerceivedInfection
is_smoking;;;;;;;rook;;category;yes|no, I quit|no, I never smoked;FALSE;Drugs;rook
is_smoking_cigarettes;;What do you smoke? Multiple answers possible;;;;;he035__1;;bool;;;Drugs;he035
is_smoking_pipe;;What do you smoke? Multiple answers possible;;;;;he035__2;;bool;;;Drugs;he035
is_smoking_cigar;;What do you smoke? Multiple answers possible;;;;;he035__3;;bool;;;Drugs;he035
is_smoking_ecig;;What do you smoke? Multiple answers possible;;;;;he035__4;;bool;;;Drugs;he035
nr_cigarettes_day;;;;;;;he036a;;int;;;Drugs;he036a
nr_pipe_day;;;;;;;he036b;;int;;;Drugs;he036b
nr_cigar_day;;;;;;;he036c;;int;;;Drugs;he036c
nr_ecig_day;;;;;;;he036d;;int;;;Drugs;he036d
is_drinking_alcohol;;;;;;;he038;;bool;;;Drugs;he038
alcohol_amount;;;;;;;he039;;category;1|2|3|4|5|6|7;TRUE;Drugs;he039
alcohol_beer;;;;;;;he040__1;;bool;;;Drugs;he040
alcohol_beer_strong;;;;;;;he040__2;;bool;;;Drugs;he040
alcohol_liquor;;;;;;;he040__3;;bool;;;Drugs;he040
alcohol_sherry;;;;;;;he040__4;;bool;;;Drugs;he040
alcohol_wine;;;;;;;he040__5;;bool;;;Drugs;he040
alcohol_alcopop;;;;;;;he040__6;;bool;;;Drugs;he040
alcohol_other;;;;;;;he040__7;;bool;;;Drugs;he040
alcohol_other_1;;;;;;;he040and1;;object;;;Drugs;he040
alcohol_other_2;;;;;;;he040and2;;object;;;Drugs;he040
